"Time","116001F","","116001F","","116001F","",""
"and","141.00","","141.00","","141.00","",""
"Date","Discharge (ML/day)","","Discharge (ML/day)","","Discharge (ML/day)","",""
"Date and time","Mean","Quality","Min","Quality","Max","Quality","Comments"
00:00:00 27/02/2023,   21493.470,     10,   21144.456,     10,   22349.520,     10, 
00:00:00 28/02/2023,   24793.179,     10,   21572.352,     10,   26244.000,     10, 
00:00:00 01/03/2023,   23342.727,     10,   21658.277,     10,   25409.765,     10, 
00:00:00 02/03/2023,   20758.664,     10,   19919.347,     10,   21658.277,     10, 
00:00:00 03/03/2023,   19232.934,     10,   18377.496,     10,   19919.347,     10, 
00:00:00 04/03/2023,   17191.233,     10,   16167.643,     10,   18377.496,     10, 
00:00:00 05/03/2023,   15471.875,     10,   14881.406,     10,   16167.643,     10, 
00:00:00 06/03/2023,   15069.389,     10,   14856.005,     10,   15250.853,     10, 
00:00:00 07/03/2023,   15952.674,     10,   14894.107,     10,   19474.733,     10, 
00:00:00 08/03/2023,   19746.410,     10,   18745.517,     10,   20198.895,     10, 
00:00:00 09/03/2023,   25181.561,     10,   18745.517,     10,   29619.087,     10, 
00:00:00 10/03/2023,   23485.483,     10,   21016.627,     10,   27163.944,     10, 
00:00:00 11/03/2023,   19146.111,     10,   17407.786,     10,   21016.627,     10, 
00:00:00 12/03/2023,   16818.067,     10,   15366.110,     10,   18228.240,     10, 
00:00:00 13/03/2023,   14434.149,     10,   13704.250,     10,   15366.110,     10, 
00:00:00 14/03/2023,   16562.211,     10,   13704.250,     10,   18363.931,     10, 
00:00:00 15/03/2023,   17609.471,     10,   16850.031,     10,   19585.584,     10, 
00:00:00 16/03/2023,   18406.722,     10,   16468.359,     10,   19696.651,     10, 
00:00:00 17/03/2023,   15100.562,     10,   13902.365,     10,   16468.359,     10, 
00:00:00 18/03/2023,   13048.027,     10,   12462.941,     10,   13902.365,     10, 
00:00:00 19/03/2023,   12306.598,     79,   12022.214,     79,   12691.296,     79, 
00:00:00 20/03/2023,   11654.218,     79,   11017.858,     79,   12391.142,     79, 
00:00:00 21/03/2023,   11073.295,     79,   10731.269,     79,   11633.458,     79, 
00:00:00 22/03/2023,   12604.614,     79,   11633.458,     79,   14051.578,     79, 
00:00:00 23/03/2023,   20488.086,     10,   14039.136,     10,   28312.589,     10, 
00:00:00 24/03/2023,   24235.675,     10,   20198.895,     10,   28484.655,     10, 
00:00:00 25/03/2023,   18143.534,     10,   16625.952,     10,   20198.895,     10, 
00:00:00 26/03/2023,   15492.937,     10,   14351.558,     10,   16625.952,     10, 
00:00:00 27/03/2023,   13586.081,     10,   12908.808,     10,   14351.558,     10, 
00:00:00 28/03/2023,   12367.757,     10,   11880.389,     10,   12908.808,     10, 
00:00:00 29/03/2023,   11363.729,     10,   10880.006,     10,   11880.389,     10, 
00:00:00 30/03/2023,   10426.135,     10,   10009.008,     10,   10880.006,     10, 
00:00:00 31/03/2023,    9622.018,     10,    9270.763,     10,   10009.008,     10, 
00:00:00 01/04/2023,    8971.457,     10,    8721.173,     10,    9270.763,     10, 
00:00:00 02/04/2023,    8515.996,     10,    8297.813,     10,    8721.173,     10, 
00:00:00 03/04/2023,    8058.541,     10,    7881.322,     10,    8297.813,     10, 
00:00:00 04/04/2023,    7934.592,     10,    7860.715,     10,    8015.933,     10, 
00:00:00 05/04/2023,    8144.723,     10,    7778.290,     10,    8667.907,     10, 
00:00:00 06/04/2023,    8879.715,     10,    8572.219,     10,    9500.155,     10, 
00:00:00 07/04/2023,    9582.129,     10,    9107.986,     10,    9742.464,     10, 
00:00:00 08/04/2023,    8890.214,     10,    8625.355,     10,    9107.986,     10, 
00:00:00 09/04/2023,    8509.604,     10,    8297.813,     10,    9129.629,     10, 
00:00:00 10/04/2023,    8937.579,     10,    8424.130,     10,    9314.309,     10, 
00:00:00 11/04/2023,    8570.061,     10,    8234.914,     10,    8785.282,     10, 
00:00:00 12/04/2023,    8005.857,     10,    7593.955,     10,    8234.914,     10, 
00:00:00 13/04/2023,    7154.440,     10,    6776.698,     10,    7593.955,     10, 
00:00:00 14/04/2023,    6331.921,     10,    5956.070,     10,    6776.698,     10, 
00:00:00 15/04/2023,    5633.218,     10,    5356.238,     10,    5956.070,     10, 
00:00:00 16/04/2023,    5144.942,     79,    4998.024,     79,    5356.238,     79, 
00:00:00 17/04/2023,    7004.513,     79,    4920.350,     79,    9314.309,     79, 
00:00:00 18/04/2023,    9515.724,     79,    8913.888,     79,   10098.389,     79, 
00:00:00 19/04/2023,    7907.999,     79,    6940.296,     79,    8913.888,     79, 
00:00:00 20/04/2023,    6087.520,     10,    5437.757,     10,    6940.296,     10, 
00:00:00 21/04/2023,    5062.058,     10,    4792.392,     10,    5437.757,     10, 
00:00:00 22/04/2023,    4559.093,     10,    4395.859,     10,    4792.392,     10, 
00:00:00 23/04/2023,    4277.857,     10,    4216.666,     10,    4395.859,     10, 
00:00:00 24/04/2023,    4240.591,     10,    4204.872,     10,    4264.056,     10, 
00:00:00 25/04/2023,    4412.772,     10,    4228.502,     10,    4716.576,     10, 
00:00:00 26/04/2023,    4943.132,     10,    4716.576,     10,    5115.874,     10, 
00:00:00 27/04/2023,    4817.871,     10,    4741.762,     10,    4998.024,     10, 
00:00:00 28/04/2023,    6036.408,     10,    4998.024,     10,    7370.568,     10, 
00:00:00 29/04/2023,    7374.274,     10,    7089.422,     10,    7492.176,     10, 
00:00:00 30/04/2023,    6589.716,     10,    6057.158,     10,    7089.422,     10, 
00:00:00 01/05/2023,    5683.545,     10,    5396.890,     10,    6057.158,     10, 
00:00:00 02/05/2023,    5232.638,     10,    5063.299,     10,    5396.890,     10, 
00:00:00 03/05/2023,    4847.206,     10,    4678.906,     10,    5063.299,     10, 
00:00:00 04/05/2023,    4519.387,     10,    4371.710,     10,    4678.906,     10, 
00:00:00 05/05/2023,    4193.874,     10,    4076.395,     10,    4371.710,     10, 
00:00:00 06/05/2023,    3946.139,     10,    3870.979,     10,    4076.395,     10, 
00:00:00 07/05/2023,    3767.061,     10,    3715.416,     10,    3870.979,     10, 
00:00:00 08/05/2023,    3621.542,     10,    3574.195,     10,    3715.416,     10, 
00:00:00 09/05/2023,    3494.818,     10,    3415.133,     10,    3584.952,     10, 
00:00:00 10/05/2023,    3301.439,     10,    3209.458,     10,    3415.133,     10, 
00:00:00 11/05/2023,    3138.026,     10,    3109.320,     10,    3209.458,     10, 
00:00:00 12/05/2023,    3084.610,     10,    3059.942,     10,    3109.320,     10, 
00:00:00 13/05/2023,    3090.565,     10,    3079.642,     10,    3099.427,     10, 
00:00:00 14/05/2023,    3068.591,     10,    3040.330,     10,    3099.427,     10, 
00:00:00 15/05/2023,    2990.653,     10,    2952.893,     10,    3040.330,     10, 
00:00:00 16/05/2023,    2910.948,     10,    2876.386,     10,    2952.893,     10, 
00:00:00 17/05/2023,    2854.080,     10,    2838.542,     10,    2876.386,     10, 
00:00:00 18/05/2023,    2980.019,     10,    2847.960,     10,    3159.173,     10, 
00:00:00 19/05/2023,    3092.182,     10,    3020.760,     10,    3159.173,     10, 
00:00:00 20/05/2023,    2923.877,     10,    2866.882,     10,    3020.760,     10, 
00:00:00 21/05/2023,    2790.038,     10,    2745.230,     10,    2866.882,     10, 
00:00:00 22/05/2023,    2690.186,     10,    2653.690,     10,    2745.230,     10, 
00:00:00 23/05/2023,    2603.824,     10,    2563.920,     10,    2653.690,     10, 
00:00:00 24/05/2023,    2519.393,     10,    2493.374,     10,    2563.920,     10, 
00:00:00 25/05/2023,    2460.212,     10,    2432.592,     10,    2493.374,     10, 
00:00:00 26/05/2023,    2519.597,     10,    2467.238,     10,    2555.064,     10, 
00:00:00 27/05/2023,    2509.919,     10,    2458.555,     10,    2546.208,     10, 
00:00:00 28/05/2023,    2413.438,     10,    2381.141,     10,    2458.555,     10, 
00:00:00 29/05/2023,    2332.320,     10,    2305.152,     10,    2381.141,     10, 
00:00:00 30/05/2023,    2287.412,     10,    2271.802,     10,    2305.152,     10, 
00:00:00 31/05/2023,    2285.890,     10,    2271.802,     10,    2381.141,     10, 
00:00:00 01/06/2023,    2450.670,     10,    2381.141,     10,    2502.144,     10, 
00:00:00 02/06/2023,    2525.604,     10,    2502.144,     10,    2537.352,     10, 
00:00:00 03/06/2023,    2549.979,     10,    2519.726,     10,    2626.603,     10, 
00:00:00 04/06/2023,    2770.393,     10,    2626.603,     10,    2914.488,     10, 
00:00:00 05/06/2023,    3770.499,     10,    2914.488,     10,    4193.122,     10, 
00:00:00 06/06/2023,    4000.647,     10,    3682.541,     10,    4146.206,     10, 
00:00:00 07/06/2023,    3384.365,     10,    3199.349,     10,    3682.541,     10, 
00:00:00 08/06/2023,    3220.295,     10,    3179.218,     10,    3311.366,     10, 
00:00:00 09/06/2023,    3348.338,     10,    3239.827,     10,    3415.133,     10, 
00:00:00 10/06/2023,    3098.019,     10,    2991.557,     10,    3239.827,     10, 
00:00:00 11/06/2023,    2991.360,     10,    2972.160,     10,    3010.997,     10, 
00:00:00 12/06/2023,    3038.972,     10,    3001.277,     10,    3089.534,     10, 
00:00:00 13/06/2023,    3066.547,     10,    3010.997,     10,    3089.534,     10, 
00:00:00 14/06/2023,    2967.464,     10,    2895.394,     10,    3010.997,     10, 
00:00:00 15/06/2023,    2819.534,     10,    2763.763,     10,    2895.394,     10, 
00:00:00 16/06/2023,    2711.621,     10,    2653.690,     10,    2763.763,     10, 
00:00:00 17/06/2023,    2650.577,     10,    2626.603,     10,    2717.582,     10, 
00:00:00 18/06/2023,    2752.653,     10,    2717.582,     10,    2801.002,     10, 
00:00:00 19/06/2023,    2711.741,     10,    2644.661,     10,    2791.670,     10, 
00:00:00 20/06/2023,    2582.800,     10,    2528.539,     10,    2644.661,     10, 
00:00:00 21/06/2023,    2469.873,     10,    2423.952,     10,    2528.539,     10, 
00:00:00 22/06/2023,    2379.779,     10,    2355.653,     10,    2423.952,     10, 
00:00:00 23/06/2023,    2317.052,     10,    2288.434,     10,    2355.653,     10, 
00:00:00 24/06/2023,    2259.758,     10,    2238.754,     10,    2288.434,     10, 
00:00:00 25/06/2023,    2207.897,     10,    2181.600,     10,    2238.754,     10, 
00:00:00 26/06/2023,    2153.694,     10,    2133.259,     10,    2181.600,     10, 
00:00:00 27/06/2023,    2105.385,     10,    2085.523,     10,    2133.259,     10, 
00:00:00 28/06/2023,    2054.602,     10,    2030.659,     10,    2085.523,     10, 
00:00:00 29/06/2023,    2018.379,     10,    1999.642,     10,    2046.254,     10, 
00:00:00 30/06/2023,    1973.587,     10,    1953.677,     10,    1999.642,     10, 
00:00:00 01/07/2023,    1935.814,     10,    1923.350,     10,    1961.280,     10, 
00:00:00 02/07/2023,    1910.196,     10,    1900.800,     10,    1923.350,     10, 
00:00:00 03/07/2023,    2113.080,     79,    1923.350,     79,    2280.139,     79, 
00:00:00 04/07/2023,    2730.036,     79,    2280.139,     79,    3260.174,     79, 
00:00:00 05/07/2023,    3033.759,     79,    2914.488,     79,    3383.813,     79, 
00:00:00 06/07/2023,    2799.554,     79,    2662.762,     79,    2972.160,     79, 
00:00:00 07/07/2023,    2572.704,     10,    2502.144,     10,    2662.762,     10, 
00:00:00 08/07/2023,    2409.547,     10,    2330.294,     10,    2502.144,     10, 
00:00:00 09/07/2023,    2264.163,     10,    2222.338,     10,    2330.294,     10, 
00:00:00 10/07/2023,    2180.139,     10,    2149.286,     10,    2222.338,     10, 
00:00:00 11/07/2023,    2135.112,     10,    2117.275,     10,    2149.286,     10, 
00:00:00 12/07/2023,    2133.769,     10,    2125.267,     10,    2141.294,     10, 
00:00:00 13/07/2023,    2104.705,     10,    2085.523,     10,    2133.259,     10, 
00:00:00 14/07/2023,    2065.049,     10,    2046.254,     10,    2085.523,     10, 
00:00:00 15/07/2023,    2106.559,     10,    2046.254,     10,    2214.173,     10, 
00:00:00 16/07/2023,    2476.739,     10,    2214.173,     10,    2819.750,     10, 
00:00:00 17/07/2023,    3204.761,     10,    2819.750,     10,    3446.626,     10, 
00:00:00 18/07/2023,    3231.608,     10,    3020.760,     10,    3436.128,     10, 
00:00:00 19/07/2023,    2837.075,     10,    2699.266,     10,    3020.760,     10, 
00:00:00 20/07/2023,    2939.884,     10,    2690.107,     10,    3219.566,     10, 
00:00:00 21/07/2023,    3354.706,     10,    3219.566,     10,    3510.086,     10, 
00:00:00 22/07/2023,    3424.461,     10,    3290.846,     10,    3510.086,     10, 
00:00:00 23/07/2023,    3131.321,     10,    3001.277,     10,    3290.846,     10, 
00:00:00 24/07/2023,    2881.316,     10,    2763.763,     10,    3001.277,     10, 
00:00:00 25/07/2023,    2652.771,     10,    2555.064,     10,    2763.763,     10, 
00:00:00 26/07/2023,    2862.922,     10,    2537.352,     10,    3826.181,     10, 
00:00:00 27/07/2023,    5245.268,     10,    3826.181,     10,    7079.486,     10, 
00:00:00 28/07/2023,    6576.592,     10,    6086.232,     10,    7079.486,     10, 
00:00:00 29/07/2023,    5417.623,     10,    4817.837,     10,    6086.232,     10, 
00:00:00 30/07/2023,    4554.382,     10,    4480.920,     10,    4817.837,     10, 
00:00:00 31/07/2023,    4224.766,     79,    4041.749,     79,    4505.414,     79, 
00:00:00 01/08/2023,    4107.937,     79,    4030.214,     79,    4566.931,     79, 
00:00:00 02/08/2023,    4038.578,     79,    3961.526,     79,    4566.931,     79, 
00:00:00 03/08/2023,    4169.232,     79,    4018.723,     79,    5076.389,     79, 
00:00:00 04/08/2023,    4066.420,     79,    3904.805,     79,    4704.005,     79, 
00:00:00 05/08/2023,    3859.484,     79,    3815.035,     79,    4007.232,     79, 
00:00:00 06/08/2023,    3807.851,     10,    3781.642,     10,    3837.370,     10, 
00:00:00 07/08/2023,    4626.083,     10,    3826.181,     10,    5506.229,     10, 
00:00:00 08/08/2023,    6009.274,     10,    5506.229,     10,    6811.862,     10, 
00:00:00 09/08/2023,    6646.989,     10,    6159.240,     10,    6910.574,     10, 
00:00:00 10/08/2023,    5608.481,     10,    5129.050,     10,    6159.240,     10, 
00:00:00 11/08/2023,    4795.713,     10,    4566.931,     10,    5129.050,     10, 
00:00:00 12/08/2023,    4389.086,     10,    4181.328,     10,    4566.931,     10, 
00:00:00 13/08/2023,    3977.746,     10,    3770.582,     10,    4181.328,     10, 
00:00:00 14/08/2023,    3619.033,     10,    3478.291,     10,    3770.582,     10, 
00:00:00 15/08/2023,    3368.692,     10,    3301.128,     10,    3478.291,     10, 
00:00:00 16/08/2023,    3226.871,     10,    3179.218,     10,    3301.128,     10, 
00:00:00 17/08/2023,    3114.203,     10,    3050.093,     10,    3179.218,     10, 
00:00:00 18/08/2023,    2986.417,     10,    2914.488,     10,    3050.093,     10, 
00:00:00 19/08/2023,    2849.399,     10,    2763.763,     10,    2914.488,     10, 
00:00:00 20/08/2023,    2671.945,     10,    2590.704,     10,    2763.763,     10, 
00:00:00 21/08/2023,    2526.819,     10,    2484.648,     10,    2590.704,     10, 
00:00:00 22/08/2023,    2439.665,     10,    2406.758,     10,    2484.648,     10, 
00:00:00 23/08/2023,    2361.521,     10,    2330.294,     10,    2406.758,     10, 
00:00:00 24/08/2023,    2283.673,     10,    2247.005,     10,    2330.294,     10, 
00:00:00 25/08/2023,    2205.887,     10,    2173.478,     10,    2247.005,     10, 
00:00:00 26/08/2023,    2133.975,     10,    2109.326,     10,    2173.478,     10, 
00:00:00 27/08/2023,    2087.211,     10,    2077.661,     10,    2109.326,     10, 
00:00:00 28/08/2023,    2052.467,     79,    2038.435,     79,    2085.523,     79, 
00:00:00 29/08/2023,    2008.577,     79,    1984.262,     79,    2101.378,     79, 
00:00:00 30/08/2023,    1958.538,     79,    1930.910,     79,    2189.722,     79, 
00:00:00 31/08/2023,    1910.822,     79,    1881.662,     79,    2189.722,     79, 
00:00:00 01/09/2023,    1864.400,     79,    1843.776,     79,    1984.262,     79, 
00:00:00 02/09/2023,    1825.853,     20,    1797.120,     20,    1853.194,     20, 
00:00:00 03/09/2023,    1764.795,     20,    1733.141,     20,    1797.120,     20, 
00:00:00 04/09/2023,    1698.277,     20,    1670.674,     20,    1733.141,     20, 
00:00:00 05/09/2023,    1643.169,     20,    1626.998,     20,    1670.674,     20, 
00:00:00 06/09/2023,    1598.909,     20,    1584.101,     20,    1626.998,     20, 
00:00:00 07/09/2023,    1571.910,     20,    1558.699,     20,    1592.611,     20, 
