"Time","120006B","","120006B","","120006B","",""
"and","141.00","","141.00","","141.00","",""
"Date","Discharge (ML/day)","","Discharge (ML/day)","","Discharge (ML/day)","",""
"Date and time","Mean","Quality","Min","Quality","Max","Quality","Comments"
00:00:00 02/05/2016,    2005.664,     20,    1986.250,     20,    2029.018,     20, 
00:00:00 03/05/2016,    1987.014,     20,    1980.202,     20,    1998.389,     20, 
00:00:00 04/05/2016,    2021.668,     20,    1998.389,     20,    2059.992,     20, 
00:00:00 05/05/2016,    2111.953,     20,    2059.992,     20,    2181.038,     20, 
00:00:00 06/05/2016,    2135.633,     20,    2103.970,     20,    2181.038,     20, 
00:00:00 07/05/2016,    2087.263,     20,    2072.477,     20,    2103.970,     20, 
00:00:00 08/05/2016,    2065.182,     20,    2059.992,     20,    2072.477,     20, 
00:00:00 09/05/2016,    2048.860,     20,    2035.152,     20,    2059.992,     20, 
00:00:00 10/05/2016,    2021.965,     20,    2004.480,     20,    2035.152,     20, 
00:00:00 11/05/2016,    1990.559,     20,    1968.106,     20,    2004.480,     20, 
00:00:00 12/05/2016,    1920.165,     20,    1850.558,     20,    1968.106,     20, 
00:00:00 13/05/2016,    1802.584,     20,    1782.691,     20,    1850.558,     20, 
00:00:00 14/05/2016,    1772.366,     20,    1766.016,     20,    1782.691,     20, 
00:00:00 15/05/2016,    1766.016,     20,    1766.016,     20,    1766.016,     20, 
00:00:00 16/05/2016,    1775.147,     20,    1766.016,     20,    1782.691,     20, 
00:00:00 17/05/2016,    1805.593,     20,    1782.691,     20,    1827.706,     20, 
00:00:00 18/05/2016,    1846.523,     20,    1827.706,     20,    1862.093,     20, 
00:00:00 19/05/2016,    1871.471,     20,    1862.093,     20,    1885.248,     20, 
00:00:00 20/05/2016,    1908.064,     20,    1885.248,     20,    1926.331,     20, 
00:00:00 21/05/2016,    1948.186,     20,    1926.331,     20,    1974.154,     20, 
00:00:00 22/05/2016,    1974.541,     20,    1956.096,     20,    1980.202,     20, 
00:00:00 23/05/2016,    1921.890,     20,    1879.416,     20,    1956.096,     20, 
00:00:00 24/05/2016,    1846.550,     20,    1822.046,     20,    1879.416,     20, 
00:00:00 25/05/2016,    1796.354,     20,    1771.546,     20,    1822.046,     20, 
00:00:00 26/05/2016,    1752.804,     20,    1733.011,     20,    1771.546,     20, 
00:00:00 27/05/2016,    1688.214,     20,    1652.616,     20,    1733.011,     20, 
00:00:00 28/05/2016,    1548.440,     20,    1428.538,     20,    1652.616,     20, 
00:00:00 29/05/2016,    1414.786,     20,    1405.123,     20,    1452.211,     20, 
00:00:00 30/05/2016,    1532.723,     20,    1452.211,     20,    1600.646,     20, 
00:00:00 31/05/2016,    1662.505,     20,    1600.646,     20,    1679.098,     20, 
00:00:00 01/06/2016,    1673.790,     20,    1657.886,     20,    1689.768,     20, 
00:00:00 02/06/2016,    1744.302,     20,    1636.891,     20,    1986.250,     20, 
00:00:00 03/06/2016,    2103.488,     20,    1986.250,     20,    2194.085,     20, 
00:00:00 04/06/2016,    2309.102,     20,    2194.085,     20,    2369.261,     20, 
00:00:00 05/06/2016,    2402.006,     20,    2369.261,     20,    2432.333,     20, 
00:00:00 06/06/2016,    2446.532,     20,    2432.333,     20,    2453.630,     20, 
00:00:00 07/06/2016,    2439.436,     20,    2418.206,     20,    2446.546,     20, 
00:00:00 08/06/2016,    2364.826,     20,    2321.093,     20,    2418.206,     20, 
00:00:00 09/06/2016,    2272.275,     20,    2220.350,     20,    2321.093,     20, 
00:00:00 10/06/2016,    2178.400,     20,    2142.245,     20,    2220.350,     20, 
00:00:00 11/06/2016,    1927.439,     20,    1600.646,     20,    2142.245,     20, 
00:00:00 12/06/2016,    1554.572,     20,    1490.702,     20,    1600.646,     20, 
00:00:00 13/06/2016,    1548.001,     20,    1515.154,     20,    1605.787,     20, 
00:00:00 14/06/2016,    1720.443,     20,    1605.787,     20,    1805.069,     20, 
00:00:00 15/06/2016,    1973.644,     20,    1782.691,     20,    2129.414,     20, 
00:00:00 16/06/2016,    2086.593,     20,    1788.264,     20,    2200.608,     20, 
00:00:00 17/06/2016,    1709.861,     20,    1668.470,     20,    1788.264,     20, 
00:00:00 18/06/2016,    1678.265,     20,    1647.389,     20,    1711.282,     20, 
00:00:00 19/06/2016,    1967.146,     20,    1711.282,     20,    2376.216,     20, 
00:00:00 20/06/2016,    2643.233,     20,    2376.216,     20,    3034.627,     20, 
00:00:00 21/06/2016,   16078.609,     20,    3034.627,     20,   23608.541,     20, 
00:00:00 22/06/2016,   16179.918,     20,   13509.461,     20,   18633.499,     20, 
00:00:00 23/06/2016,    7898.861,     20,    2846.318,     20,   13509.461,     20, 
00:00:00 24/06/2016,    3136.787,     20,    2767.306,     20,    3570.998,     20, 
00:00:00 25/06/2016,    3379.010,     20,    3059.856,     20,    3580.502,     20, 
00:00:00 26/06/2016,    2872.788,     20,    2682.331,     20,    3059.856,     20, 
00:00:00 27/06/2016,    2617.416,     20,    2584.526,     20,    2682.331,     20, 
00:00:00 28/06/2016,    2565.639,     20,    2482.272,     20,    2636.842,     20, 
00:00:00 29/06/2016,    2239.590,     20,    1908.662,     20,    2489.486,     20, 
00:00:00 30/06/2016,    1769.864,     20,    1544.918,     20,    1908.662,     20, 
00:00:00 01/07/2016,    1515.454,     20,    1500.466,     20,    1559.952,     20, 
00:00:00 02/07/2016,    1516.289,     20,    1505.347,     20,    1520.078,     20, 
00:00:00 03/07/2016,    1519.258,     20,    1515.154,     20,    1520.078,     20, 
00:00:00 04/07/2016,    1535.116,     20,    1520.078,     20,    1575.115,     20, 
00:00:00 05/07/2016,    1591.897,     20,    1575.115,     20,    1600.646,     20, 
00:00:00 06/07/2016,    1569.794,     20,    1544.918,     20,    1595.506,     20, 
00:00:00 07/07/2016,    1553.166,     20,    1549.930,     20,    1559.952,     20, 
00:00:00 08/07/2016,    1542.958,     20,    1529.971,     20,    1554.941,     20, 
00:00:00 09/07/2016,    1496.320,     20,    1437.955,     20,    1529.971,     20, 
00:00:00 10/07/2016,    1335.597,     20,    1166.875,     20,    1437.955,     20, 
00:00:00 11/07/2016,    1140.386,     20,    1127.131,     20,    1166.875,     20, 
00:00:00 12/07/2016,    1119.001,     20,    1103.026,     20,    1131.062,     20, 
00:00:00 13/07/2016,    1117.546,     20,    1103.026,     20,    1127.131,     20, 
00:00:00 14/07/2016,    1128.107,     20,    1103.026,     20,    1187.136,     20, 
00:00:00 15/07/2016,    1240.623,     20,    1187.136,     20,    1409.789,     20, 
00:00:00 16/07/2016,    1665.243,     20,    1409.789,     20,    1782.691,     20, 
00:00:00 17/07/2016,    2125.378,     20,    1782.691,     20,    2736.158,     20, 
00:00:00 18/07/2016,    2763.141,     20,    2720.693,     20,    2790.806,     20, 
00:00:00 19/07/2016,    2742.022,     20,    2705.314,     20,    2767.306,     20, 
00:00:00 20/07/2016,    2705.335,     20,    2644.402,     20,    2743.934,     20, 
00:00:00 21/07/2016,    2729.057,     20,    2689.978,     20,    2830.378,     20, 
00:00:00 22/07/2016,    2848.714,     20,    2782.987,     20,    2886.451,     20, 
00:00:00 23/07/2016,    3290.858,     20,    2862.302,     20,    5360.040,     20, 
00:00:00 24/07/2016,   11066.959,     20,    5360.040,     20,   15609.110,     20, 
00:00:00 25/07/2016,   20257.377,     20,   15609.110,     20,   24463.296,     20, 
00:00:00 26/07/2016,   26800.279,     20,   24463.296,     20,   27761.616,     20, 
00:00:00 27/07/2016,   26891.843,     20,   25914.427,     20,   27761.616,     20, 
00:00:00 28/07/2016,   24551.086,     20,   23189.199,     20,   25914.427,     20, 
00:00:00 29/07/2016,   21128.870,     20,   19044.936,     20,   23189.199,     20, 
00:00:00 30/07/2016,   17600.071,     20,   16481.707,     20,   19044.936,     20, 
00:00:00 31/07/2016,   15214.853,     20,   14004.014,     20,   16481.707,     20, 
00:00:00 01/08/2016,   13120.672,     20,   12137.342,     20,   14045.789,     20, 
00:00:00 02/08/2016,   11287.877,     20,   10436.256,     20,   12137.342,     20, 
00:00:00 03/08/2016,    9581.534,     20,    8575.243,     20,   10436.256,     20, 
00:00:00 04/08/2016,    7950.958,     20,    7345.771,     20,    8575.243,     20, 
00:00:00 05/08/2016,    6998.963,     20,    6183.562,     20,    7362.317,     20, 
00:00:00 06/08/2016,    5812.216,     20,    5451.494,     20,    6212.592,     20, 
00:00:00 07/08/2016,    5325.044,     20,    5130.216,     20,    5451.494,     20, 
00:00:00 08/08/2016,    4695.434,     20,    4252.867,     20,    5130.216,     20, 
00:00:00 09/08/2016,    3940.436,     20,    3570.998,     20,    4252.867,     20, 
00:00:00 10/08/2016,    3475.698,     20,    3179.822,     20,    3570.998,     20, 
00:00:00 11/08/2016,    2946.380,     20,    2736.158,     20,    3179.822,     20, 
00:00:00 12/08/2016,    2694.081,     20,    2621.808,     20,    2736.158,     20, 
00:00:00 13/08/2016,    2508.748,     20,    2425.248,     20,    2621.808,     20, 
00:00:00 14/08/2016,    2352.486,     20,    2266.920,     20,    2425.248,     20, 
00:00:00 15/08/2016,    1975.497,     20,    1170.893,     20,    2266.920,     20, 
00:00:00 16/08/2016,    1010.408,     20,     770.213,     20,    1363.824,     20, 
00:00:00 17/08/2016,    1546.351,     20,    1363.824,     20,    1626.480,     20, 
00:00:00 18/08/2016,    1634.500,     20,    1626.480,     20,    1636.891,     20, 
00:00:00 19/08/2016,    1636.891,     20,    1636.891,     20,    1636.891,     20, 
00:00:00 20/08/2016,    1646.292,     20,    1636.891,     20,    1647.389,     20, 
00:00:00 21/08/2016,    1652.289,     20,    1647.389,     20,    1652.616,     20, 
00:00:00 22/08/2016,    1652.616,     20,    1652.616,     20,    1652.616,     20, 
00:00:00 23/08/2016,    1650.871,     20,    1642.118,     20,    1652.616,     20, 
00:00:00 24/08/2016,    1629.416,     20,    1616.112,     20,    1642.118,     20, 
00:00:00 25/08/2016,    1598.739,     20,    1585.310,     20,    1616.112,     20, 
00:00:00 26/08/2016,    1566.639,     20,    1539.950,     20,    1585.310,     20, 
00:00:00 27/08/2016,    1505.930,     20,    1476.187,     20,    1539.950,     20, 
00:00:00 28/08/2016,    1430.171,     20,    1395.878,     20,    1476.187,     20, 
00:00:00 29/08/2016,    1384.546,     20,    1377.475,     20,    1395.878,     20, 
00:00:00 30/08/2016,    1377.475,     20,    1377.475,     20,    1377.475,     20, 
00:00:00 31/08/2016,    1379.383,     20,    1377.475,     20,    1386.634,     20, 
00:00:00 01/09/2016,    1391.834,     20,    1386.634,     20,    1395.878,     20, 
00:00:00 02/09/2016,    1395.878,     20,    1395.878,     20,    1395.878,     20, 
00:00:00 03/09/2016,    1395.878,     20,    1395.878,     20,    1395.878,     20, 
00:00:00 04/09/2016,    1395.878,     20,    1395.878,     20,    1395.878,     20, 
00:00:00 05/09/2016,    1381.221,     20,    1363.824,     20,    1395.878,     20, 
00:00:00 06/09/2016,    1365.262,     20,    1354.752,     20,    1386.634,     20, 
00:00:00 07/09/2016,    1394.915,     20,    1386.634,     20,    1395.878,     20, 
00:00:00 08/09/2016,    1390.588,     20,    1382.054,     20,    1395.878,     20, 
00:00:00 09/09/2016,    1364.871,     20,    1350.216,     20,    1382.054,     20, 
00:00:00 10/09/2016,    1341.059,     20,    1332.288,     20,    1350.216,     20, 
00:00:00 11/09/2016,    1324.700,     20,    1314.533,     20,    1332.288,     20, 
00:00:00 12/09/2016,    1266.983,     20,    1195.344,     20,    1314.533,     20, 
00:00:00 13/09/2016,    1170.797,     20,    1154.822,     20,    1195.344,     20, 
00:00:00 14/09/2016,    1144.886,     20,    1138.925,     20,    1154.822,     20, 
00:00:00 15/09/2016,    1162.712,     20,    1146.874,     20,    1179.014,     20, 
00:00:00 16/09/2016,    1194.590,     20,    1179.014,     20,    1207.699,     20, 
00:00:00 17/09/2016,    1213.834,     20,    1207.699,     20,    1220.141,     20, 
00:00:00 18/09/2016,    1233.792,     20,    1220.141,     20,    1253.837,     20, 
00:00:00 19/09/2016,    1281.343,     20,    1253.837,     20,    1323.389,     20, 
00:00:00 20/09/2016,    1454.578,     20,    1323.389,     20,    1559.952,     20, 
00:00:00 21/09/2016,    1530.192,     20,    1471.349,     20,    1559.952,     20, 
00:00:00 22/09/2016,    1392.610,     20,    1327.838,     20,    1471.349,     20, 
00:00:00 23/09/2016,    1272.245,     20,    1215.994,     20,    1327.838,     20, 
00:00:00 24/09/2016,    1172.935,     20,    1138.925,     20,    1215.994,     20, 
00:00:00 25/09/2016,    1125.610,     20,    1063.714,     20,    1158.840,     20, 
00:00:00 26/09/2016,     988.637,     20,     918.821,     20,    1063.714,     20, 
00:00:00 27/09/2016,     867.991,     20,     814.622,     20,     918.821,     20, 
00:00:00 28/09/2016,     773.163,     20,     741.874,     20,     814.622,     20, 
00:00:00 29/09/2016,     758.937,     20,     668.779,     20,    1073.434,     20, 
00:00:00 30/09/2016,     979.197,     20,     910.397,     20,    1127.131,     20, 
00:00:00 01/10/2016,    1239.923,     20,    1127.131,     20,    1476.187,     20, 
00:00:00 02/10/2016,    1546.559,     20,    1476.187,     20,    1559.952,     20, 
00:00:00 03/10/2016,    1561.117,     20,    1554.941,     20,    1565.006,     20, 
00:00:00 04/10/2016,    1528.165,     20,    1481.026,     20,    1554.941,     20, 
00:00:00 05/10/2016,    1351.560,     20,    1195.344,     20,    1481.026,     20, 
00:00:00 06/10/2016,    1108.766,     20,     979.862,     20,    1195.344,     20, 
00:00:00 07/10/2016,    1007.222,     20,     902.059,     20,    1162.858,     20, 
00:00:00 08/10/2016,    1154.284,     20,    1142.899,     20,    1166.875,     20, 
00:00:00 09/10/2016,    1141.906,     20,    1138.925,     20,    1150.848,     20, 
00:00:00 10/10/2016,    1154.077,     20,    1146.874,     20,    1154.822,     20, 
00:00:00 11/10/2016,    1116.054,     20,    1073.434,     20,    1146.874,     20, 
00:00:00 12/10/2016,    1044.023,     20,    1025.654,     20,    1073.434,     20, 
00:00:00 13/10/2016,    1031.283,     20,    1016.366,     20,    1083.197,     20, 
00:00:00 14/10/2016,    1211.895,     20,    1083.197,     20,    1549.930,     20, 
00:00:00 15/10/2016,    1691.564,     20,    1549.930,     20,    1777.118,     20, 
00:00:00 16/10/2016,    1804.301,     20,    1777.118,     20,    1816.387,     20, 
00:00:00 17/10/2016,    1810.021,     20,    1805.069,     20,    1816.387,     20, 
00:00:00 18/10/2016,    1805.069,     20,    1805.069,     20,    1805.069,     20, 
00:00:00 19/10/2016,    1806.130,     20,    1805.069,     20,    1810.728,     20, 
00:00:00 20/10/2016,    1807.552,     20,    1793.837,     20,    1810.728,     20, 
00:00:00 21/10/2016,    1772.985,     20,    1749.470,     20,    1793.837,     20, 
00:00:00 22/10/2016,    1742.025,     20,    1733.011,     20,    1749.470,     20, 
00:00:00 23/10/2016,    1723.497,     20,    1711.282,     20,    1733.011,     20, 
00:00:00 24/10/2016,    1706.219,     20,    1705.882,     20,    1711.282,     20, 
00:00:00 25/10/2016,    1734.320,     20,    1705.882,     20,    1754.957,     20, 
00:00:00 26/10/2016,    1776.560,     20,    1754.957,     20,    1793.837,     20, 
00:00:00 27/10/2016,    1793.256,     20,    1788.264,     20,    1793.837,     20, 
00:00:00 28/10/2016,    1780.370,     20,    1766.016,     20,    1788.264,     20, 
00:00:00 29/10/2016,    1751.314,     20,    1733.011,     20,    1766.016,     20, 
00:00:00 30/10/2016,    1718.638,     20,    1705.882,     20,    1733.011,     20, 
00:00:00 31/10/2016,    1698.386,     20,    1689.768,     20,    1705.882,     20, 
00:00:00 01/11/2016,    1689.768,     20,    1689.768,     20,    1689.768,     20, 
00:00:00 02/11/2016,    1693.451,     20,    1689.768,     20,    1695.125,     20, 
00:00:00 03/11/2016,    1703.318,     20,    1695.125,     20,    1711.282,     20, 
00:00:00 04/11/2016,    1724.422,     20,    1711.282,     20,    1743.941,     20, 
00:00:00 05/11/2016,    1761.656,     20,    1743.941,     20,    1777.118,     20, 
00:00:00 06/11/2016,    1797.590,     20,    1777.118,     20,    1873.627,     20, 
00:00:00 07/11/2016,    2171.354,     20,    1873.627,     20,    2348.525,     20, 
00:00:00 08/11/2016,    1837.920,     20,    1749.470,     20,    2029.018,     20, 
